,School_Name,Schooldigger_Rating,Zipcode
0,Beacon Hill International School,4,98144.0
1,Franklin High School,3,98144.0
2,Kimball Elementary School,2,98144.0
3,John Muir Elementary School,2,98144.0
4,Washington Middle School,3,98144.0
5,Thurgood Marshall Elementary,4,98144.0
