,School_Name,Schooldigger_Rating,Zipcode
0,Issaquah Middle School,5,98027.0
1,Issaquah High School,5,98027.0
2,Issaquah Valley Elementary,4,98027.0
3,Clark Elementary,4,98027.0
4,Issaquah Preschool Academy,5,98027.0
5,Gibson Ek High School,4,98027.0
6,Holly Street Early Learning Center,5,98027.0
7,Cougar Mountain Middle School,5,98027.0
