,School_Name,Schooldigger_Rating,Zipcode
0,Auburn Senior High School,1,98002.0
1,Cascade Middle School,1,98002.0
2,Chinook Elementary School,1,98002.0
3,Dick Scobee Elementary School,0,98002.0
4,Olympic Middle School,1,98002.0
5,Pioneer Elementary School,1,98002.0
6,Gildo Rey Elementary School,1,98002.0
7,Terminal Park Elementary School,2,98002.0
8,Washington Elementary School,1,98002.0
9,Mt Baker Middle School,2,98002.0
10,Special Educational School,5,98002.0
