,School_Name,Schooldigger_Rating,Zipcode
0,East Hill Elementary School,0,98031.0
1,Kentridge High School,4,98031.0
2,Meridian Middle School,2,98031.0
3,Panther Lake Elementary School,1,98031.0
4,Park Orchard Elementary School,1,98031.0
5,Soos Creek Elementary School,2,98031.0
6,Springbrook Elementary School,1,98031.0
7,Glenridge Elementary,3,98031.0
8,Emerald Park Elementary School,3,98031.0
9,Kent Laboratory Academy,5,98031.0
