,School_Name,Schooldigger_Rating,Zipcode
0,Pine Lake Middle School,5,98075.0
1,Sunny Hills Elementary,5,98075.0
2,Discovery Elementary,5,98075.0
3,Skyline High School,5,98075.0
4,Cascade Ridge Elementary,5,98075.0
5,Creekside Elementary,5,98075.0
6,Cedar Trails Elementary,5,98075.0
