,School_Name,Schooldigger_Rating,Zipcode
0,Cascade Public Schools,1,98198.0
1,Woodmont K-8 School,1,98198.0
2,Des Moines Elementary,1,98198.0
3,Madrona Elementary,0,98198.0
4,Midway Elementary,0,98198.0
5,Mount Rainier High School,2,98198.0
6,Pacific Middle School,1,98198.0
7,Parkside Elementary,0,98198.0
8,Maritime High School,3,98198.0
9,River Ridge Elementary,0,98198.0
10,Gateway to College,5,98198.0
