,School_Name,Schooldigger_Rating,Zipcode
0,Benson Hill Elementary School,1,98058.0
1,Cascade Elementary School,1,98058.0
2,Lindbergh Senior High School,2,98058.0
3,Renton Park Elementary School,0,98058.0
4,Tiffany Park Elementary School,2,98058.0
5,Fairwood Elementary School,2,98058.0
6,Lake Youngs Elementary School,4,98058.0
7,Meeker Middle School,2,98058.0
8,Ridgewood Elementary School,4,98058.0
9,Carriage Crest Elementary School,4,98058.0
10,Northwood Middle School,4,98058.0
