,School_Name,Schooldigger_Rating,Zipcode
0,Echo Glen School,5,98065.0
1,Mount Si High School,5,98065.0
2,Snoqualmie Elementary,5,98065.0
3,Two Rivers School,3,98065.0
4,Cascade View Elementary School,5,98065.0
5,Snoqualmie Access,5,98065.0
6,Snoqualmie Parent Partnership Program,5,98065.0
7,Snoqualmie Valley School District Open Doors,5,98065.0
8,Timber Ridge Elementary School,5,98065.0
9,Snoqualmie Middle School,5,98065.0
