,School_Name,Schooldigger_Rating,Zipcode
0,Viewlands Elementary School,3,98177.0
1,Albert Einstein Middle School,4,98177.0
2,Highland Terrace Elementary,4,98177.0
3,Melvin G Syre Elementary,4,98177.0
