,School_Name,Schooldigger_Rating,Zipcode
0,Arbor Heights Elementary School,3,98146.0
1,Cascade Middle School,0,98146.0
2,Evergreen High School,1,98146.0
3,Hazel Valley Elementary,0,98146.0
4,Mount View Elementary,0,98146.0
5,Shorewood Elementary,3,98146.0
6,White Center Heights Elementary,0,98146.0
7,New Start,5,98146.0
8,Gateway to College,5,98146.0
9,Highline Open Doors 1418,5,98146.0
