,School_Name,Schooldigger_Rating,Zipcode
0,Summit Public School: Atlas,4,98126.0
1,West Seattle Elementary School,3,98126.0
2,Roxhill Elementary School,1,98126.0
3,Fairmount Park Elementary School,4,98126.0
