,School_Name,Schooldigger_Rating,Zipcode
0,Highlands Elementary School,0,98056.0
1,Kennydale Elementary School,4,98056.0
2,McKnight Middle School,2,98056.0
3,Griffin Home,5,98056.0
4,Meadow Crest Early Childhood Education Center,5,98056.0
5,Ella Baker High School (Open Doors),5,98056.0
6,Renton Technical High School,5,98056.0
7,Renton Technical College,5,98056.0
8,Hazelwood Elementary School,4,98056.0
9,Vera Risdon Middle School,3,98056.0
