,School_Name,Schooldigger_Rating,Zipcode
0,Licton Springs K-8,5,98117.0
1,Ballard High School,4,98117.0
2,Greenwood Elementary School,5,98117.0
3,North Beach Elementary School,5,98117.0
4,Whitman Middle School,5,98117.0
5,Whittier Elementary School,5,98117.0
6,Salmon Bay K-8 School,4,98117.0
