,School_Name,Schooldigger_Rating,Zipcode
0,Bryant Elementary School,5,98115.0
1,Eckstein Middle School,5,98115.0
2,Loyal Heights Elementary School,4,98115.0
3,Olympic View Elementary School,3,98115.0
4,Roosevelt High School,5,98115.0
5,Sacajawea Elementary School,3,98115.0
6,Thornton Creek Elementary School,5,98115.0
7,View Ridge Elementary School,5,98115.0
8,Wedgwood Elementary School,5,98115.0
9,Sand Point Elementary,3,98115.0
10,Stephen Decatur Elementary School,5,98115.0
