,School_Name,Schooldigger_Rating,Zipcode
0,Alki Elementary School,5,98116.0
1,Lafayette Elementary School,4,98116.0
2,Madison Middle School,5,98116.0
3,Genesee Hill Elementary,5,98116.0
4,West Seattle High School,5,98116.0
