,School_Name,Schooldigger_Rating,Zipcode
0,Briarcrest Elementary,4,98155.0
1,Brookside Elementary,4,98155.0
2,Kellogg Middle School,4,98155.0
3,Lake Forest Park Elementary,4,98155.0
4,Ridgecrest Elementary,4,98155.0
5,Shorecrest High School,4,98155.0
6,Handicapped Contractual Services,5,98155.0
7,Home Education Exchange,4,98155.0
8,Fircrest Residential Habilitation,5,98155.0
9,Cascade K-8 Community School,5,98155.0
