,School_Name,Schooldigger_Rating,Zipcode
0,West Auburn Senior High School,0,98001.0
1,Evergreen Heights Elementary,2,98001.0
2,Auburn Opportunity Project,5,98001.0
3,Meredith Hill Elementary School,2,98001.0
4,Sequoyah Middle School,0,98001.0
5,Camelot Elementary School,1,98001.0
6,Kilo Middle School,1,98001.0
7,Lake Dolloff Elementary School,1,98001.0
8,Lakeland Elementary School,2,98001.0
9,Thomas Jefferson High School,1,98001.0
10,Valhalla Elementary School,1,98001.0
