SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,zipcode,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,num_school,school_rating_mean,Bayes_RatingSchool,crime_percentage
PAST SALE,,Vacant Land,0 378xx 39th Ave S,Auburn,WA,98001,49900.0,,,Auburn,,4800.0,,7.0,,,Pending,,,https://www.redfin.com/WA/Federal-Way/378-xx-39th-Ave-S-98001/home/175868130,NWMLS as Distributed by MLS Grid,2232353,N,Y,47.262279,-122.284741,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,June-28-2019,Single Family Residential,215 3rd Ave N,Algona,WA,98001,349900.0,4.0,2.0,Algona,2678.0,16180.0,1946.0,7.0,131.0,,Pending,,,https://www.redfin.com/WA/Algona/215-3rd-Ave-N-98001/home/365813,NWMLS as Distributed by MLS Grid,2210790,N,Y,47.2816837,-122.2539554,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,4443 S 318th St,Auburn,WA,98001,470000.0,3.0,1.0,Auburn,1370.0,15000.0,1960.0,7.0,343.0,,Pending,,,https://www.redfin.com/WA/Auburn/4443-S-318th-St-98001/home/361881,NWMLS as Distributed by MLS Grid,2218193,N,Y,47.3166844,-122.2770514,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,327 Clay St NW,Auburn,WA,98001,425000.0,2.0,1.0,Auburn,1110.0,7840.0,1925.0,7.0,383.0,,Active,,,https://www.redfin.com/WA/Auburn/327-Clay-St-NW-98001/home/217808,NWMLS as Distributed by MLS Grid,2235872,N,Y,47.3110776,-122.2411553,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,5017 S 310th Pl,Auburn,WA,98001,669950.0,3.0,2.5,West Hill,1919.0,9951.0,1988.0,8.0,349.0,19.0,Active,,,https://www.redfin.com/WA/Auburn/5017-S-310th-Pl-98001/home/212785,NWMLS as Distributed by MLS Grid,2235144,N,Y,47.3234172,-122.2716115,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,August-8-2005,Vacant Land,112 2nd Ave N,Algona,WA,98001,179950.0,,,Algona,,15982.0,,8.0,,,Pending,,,https://www.redfin.com/WA/Algona/112-2nd-Ave-N-98001/home/365479,NWMLS as Distributed by MLS Grid,2227895,N,Y,47.280076,-122.254621,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,37245 39th Ave S,Auburn,WA,98001,260000.0,,,5 Mile Lake,,9600.0,,8.0,,,Active,,,https://www.redfin.com/WA/Auburn/37245-39th-Ave-S-98001/home/2061655,NWMLS as Distributed by MLS Grid,2233520,N,Y,47.2672551,-122.2848284,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,3624 S 298th Pl,Auburn,WA,98001,575900.0,3.0,2.0,Federal Way,1690.0,20473.0,1979.0,8.0,341.0,,Active,,,https://www.redfin.com/WA/Auburn/3624-S-298th-Pl-98001/home/212333,NWMLS as Distributed by MLS Grid,2234454,N,Y,47.3346477,-122.2872986,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,33705 42nd Ct S,Federal Way,WA,98001,735000.0,5.0,2.5,Federal Way,3597.0,4972.0,2006.0,8.0,204.0,35.0,Active,May-18-2024 02:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Federal-Way/33705-42nd-Ct-S-98001/home/2119008,NWMLS as Distributed by MLS Grid,2234736,N,Y,47.3002511,-122.2824755,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,27801 30th Pl S,Auburn,WA,98001,675000.0,4.0,2.5,Star Lake,2050.0,3575.0,2004.0,9.0,329.0,,Pending,,,https://www.redfin.com/WA/Auburn/27801-30th-Pl-S-98001/home/208978,NWMLS as Distributed by MLS Grid,2224713,N,Y,47.3524752,-122.2941008,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,February-16-2024,Single Family Residential,29708 32nd Pl S,Auburn,WA,98001,585000.0,3.0,2.0,Jovita Heights,1530.0,7200.0,1978.0,9.0,382.0,,Pending,,,https://www.redfin.com/WA/Auburn/29708-32nd-Pl-S-98001/home/211893,NWMLS as Distributed by MLS Grid,2222534,N,Y,47.3355856,-122.2912247,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Vacant Land,0 S 369th Pl,Auburn,WA,98001,59950.0,,,Jovita,,9627.0,,10.0,,,Pending,,,https://www.redfin.com/WA/Lakeland-South/S-369th-Pl-98001/home/190491758,NWMLS as Distributed by MLS Grid,2221914,N,Y,47.270707,-122.292033,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,March-13-2024,Single Family Residential,1036 Algona Blvd N,Algona,WA,98001,279900.0,4.0,2.0,Algona,1240.0,14000.0,1930.0,11.0,226.0,,Pending,,,https://www.redfin.com/WA/Algona/1036-Algona-Blvd-N-98001/home/365174,NWMLS as Distributed by MLS Grid,2195040,N,Y,47.2918565,-122.2547136,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,April-19-1993,Single Family Residential,5221 S 279th St,Auburn,WA,98001,950000.0,3.0,2.5,Star Lake,2640.0,37242.0,1993.0,11.0,360.0,17.0,Pending,,,https://www.redfin.com/WA/Auburn/5221-S-279th-St-98001/home/209040,NWMLS as Distributed by MLS Grid,2203117,N,Y,47.3513643,-122.2685503,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,33616 55th Ave S,Auburn,WA,98001,590000.0,3.0,2.0,Jovita Heights,1540.0,16001.0,1994.0,12.0,383.0,,Active,,,https://www.redfin.com/WA/Auburn/33616-55th-Ave-S-98001/home/365105,NWMLS as Distributed by MLS Grid,2230453,N,Y,47.300099,-122.2659548,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,3826 S 288th St,Auburn,WA,98001,439950.0,3.0,1.0,Auburn,1050.0,9600.0,1962.0,13.0,419.0,,Active,,,https://www.redfin.com/WA/Auburn/3826-S-288th-St-98001/home/209298,NWMLS as Distributed by MLS Grid,2230787,N,Y,47.3435882,-122.2837885,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,5421 S 316th St,Auburn,WA,98001,899000.0,3.0,2.5,West Hill,3300.0,39255.0,1985.0,14.0,272.0,,Pending,,,https://www.redfin.com/WA/Auburn/5421-S-316th-St-98001/home/361774,NWMLS as Distributed by MLS Grid,2217502,N,Y,47.3183041,-122.2673759,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,May-4-2017,Single Family Residential,28657 53rd Ave S,Auburn,WA,98001,780000.0,5.0,2.5,Jovita,2660.0,9550.0,2006.0,14.0,293.0,50.0,Pending,,,https://www.redfin.com/WA/Auburn/28657-53rd-Ave-S-98001/home/2084094,NWMLS as Distributed by MLS Grid,2222420,N,Y,47.3437658,-122.2692912,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,July-25-1997,Single Family Residential,31832 56th Ave S,Auburn,WA,98001,724777.0,3.0,2.5,Auburn,2052.0,35100.0,1996.0,14.0,353.0,,Pending,,,https://www.redfin.com/WA/Auburn/31832-56th-Ave-S-98001/home/361676,NWMLS as Distributed by MLS Grid,2208402,N,Y,47.3158365,-122.2648748,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,31505 36th Ave S,Auburn,WA,98001,1650000.0,3.0,3.5,Auburn,3515.0,43203.0,1983.0,14.0,469.0,,Active,,,https://www.redfin.com/WA/Auburn/31505-36th-Ave-S-98001/home/212256,NWMLS as Distributed by MLS Grid,2230025,N,Y,47.3207517,-122.2884588,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,30019 45th Pl S,Auburn,WA,98001,625000.0,4.0,2.0,West Hill,1800.0,7280.0,1974.0,14.0,347.0,,Active,,,https://www.redfin.com/WA/Auburn/30019-45th-Pl-S-98001/home/211472,NWMLS as Distributed by MLS Grid,2223890,N,Y,47.3322774,-122.2773972,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,33623 38th Ave S,Federal Way,WA,98001,729000.0,4.0,2.5,Federal Way,2890.0,4874.0,2006.0,14.0,252.0,35.0,Active,,,https://www.redfin.com/WA/Federal-Way/33623-38th-Ave-S-98001/home/8189204,NWMLS as Distributed by MLS Grid,2227781,N,Y,47.2998516,-122.2854539,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,5025 366th St S,Auburn,WA,98001,625000.0,3.0,1.0,Jovita Heights,1430.0,18480.0,1952.0,14.0,437.0,,Active,,,https://www.redfin.com/WA/Auburn/5025-S-366th-St-98001/home/365044,NWMLS as Distributed by MLS Grid,2229896,N,Y,47.2731741,-122.2716712,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,November-9-2007,Single Family Residential,27824 32nd Pl S,Auburn,WA,98001,980000.0,4.0,2.5,West Hill,2789.0,22860.0,2007.0,17.0,351.0,,Pending,,,https://www.redfin.com/WA/Auburn/27824-32nd-Pl-S-98001/home/12449248,NWMLS as Distributed by MLS Grid,2211334,N,Y,47.3522721,-122.2908248,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,September-30-2005,Single Family Residential,33612 53rd Ave S,Auburn,WA,98001,599000.0,4.0,2.0,West Hill,2110.0,17160.0,1979.0,19.0,284.0,,Pending,,,https://www.redfin.com/WA/Auburn/33612-53rd-Ave-S-98001/home/364822,NWMLS as Distributed by MLS Grid,2217027,N,Y,47.3002439,-122.2679123,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,3604 S 285th Pl,Auburn,WA,98001,848998.0,5.0,3.0,Auburn,2832.0,7200.0,1988.0,20.0,300.0,,Active,,,https://www.redfin.com/WA/Auburn/3604-S-285th-Pl-98001/home/209368,NWMLS as Distributed by MLS Grid,2229037,N,Y,47.3457516,-122.2871938,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,December-16-2023,Single Family Residential,34914 45th Ave S,Auburn,WA,98001,570000.0,3.0,2.0,Lake Geneva,1150.0,9559.0,1962.0,21.0,496.0,,Pending,,,https://www.redfin.com/WA/Auburn/34914-45th-Ave-S-98001/home/362590,NWMLS as Distributed by MLS Grid,2223893,N,Y,47.2880153,-122.2773259,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,August-25-2016,Single Family Residential,3927 S 343rd St,Auburn,WA,98001,470000.0,3.0,1.0,Lake Geneva,920.0,16090.0,1962.0,21.0,511.0,,Pending,,,https://www.redfin.com/WA/Auburn/3927-S-343rd-St-98001/home/362302,NWMLS as Distributed by MLS Grid,2214991,N,Y,47.2945306,-122.2835201,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,37531 32nd Pl S,Auburn,WA,98001,719000.0,5.0,2.5,West Hill,2880.0,5485.0,2009.0,21.0,250.0,50.0,Active,,,https://www.redfin.com/WA/Auburn/37531-32nd-Pl-S-98001/home/12467937,NWMLS as Distributed by MLS Grid,2228959,N,Y,47.2648401,-122.2923316,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,935 Celery Ave,Algona,WA,98001,674900.0,6.0,2.5,Auburn,3082.0,10500.0,1939.0,21.0,219.0,,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Algona/935-Celery-Ave-98001/home/365223,NWMLS as Distributed by MLS Grid,2228667,N,Y,47.2910209,-122.2527742,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,38062 36th Pl S,Auburn,WA,98001,739950.0,4.0,2.5,West Auburn,2880.0,6122.0,2001.0,21.0,257.0,37.0,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Auburn/38062-36th-Pl-S-98001/home/364618,NWMLS as Distributed by MLS Grid,2226402,N,Y,47.2595892,-122.2875732,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,February-1-2024,Mobile/Manufactured Home,118 2nd Ave S,Algona,WA,98001,425000.0,3.0,2.0,Algona,1344.0,8000.0,1979.0,22.0,316.0,,Pending,,,https://www.redfin.com/WA/Algona/118-2nd-Ave-S-98001/home/2090354,NWMLS as Distributed by MLS Grid,2210334,N,Y,47.2776427,-122.2544905,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,June-28-2019,Single Family Residential,34520 38th Ave S,Auburn,WA,98001,1795000.0,7.0,5.5,Lake Geneva,8300.0,22609.0,2007.0,22.0,216.0,,Pending,,,https://www.redfin.com/WA/Auburn/34520-38th-Ave-S-98001/home/362491,NWMLS as Distributed by MLS Grid,2208819,N,Y,47.2915598,-122.2857871,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,0 32nd Ave S,Auburn,WA,98001,489950.0,,,West Hill,,38760.0,,22.0,,,Active,,,https://www.redfin.com/WA/Unknown/32nd-Ave-S-98580/home/22768311,NWMLS as Distributed by MLS Grid,2227841,N,Y,47.32143,-122.292783,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,34906 Military Rd S,Auburn,WA,98001,539950.0,3.0,1.5,Federal Way,1460.0,9600.0,1966.0,23.0,370.0,,Active,,,https://www.redfin.com/WA/Auburn/34906-Military-Rd-S-98001/home/365086,NWMLS as Distributed by MLS Grid,2226934,N,Y,47.2881957,-122.2706567,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,4548 S 328th Ct #3,Auburn,WA,98001,859990.0,5.0,3.0,Auburn,2741.0,4987.0,2024.0,26.0,314.0,77.0,Pending,,,https://www.redfin.com/WA/Auburn/4548-S-328th-Ct-98001/unit-3/home/190540696,NWMLS as Distributed by MLS Grid,2225012,N,Y,47.3075061,-122.2726993,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,4560 S 328th Ct #1,Auburn,WA,98001,869990.0,5.0,3.0,Auburn,2741.0,6353.0,2024.0,26.0,317.0,77.0,Pending,,,https://www.redfin.com/WA/Auburn/4560-S-328th-Ct-98001/unit-1/home/190540636,NWMLS as Distributed by MLS Grid,2224953,N,Y,47.3075061,-122.2726993,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Vacant Land,360 S Military Rd,Auburn,WA,98001,49000.0,,,Jovita Heights,,4942.0,,26.0,,,Pending,,,https://www.redfin.com/WA/Federal-Way/360-Military-Rd-S-98001/home/188027007,NWMLS as Distributed by MLS Grid,2220328,N,Y,47.356767,-122.292992,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,107 2nd Ave S,Algona,WA,98001,748375.0,4.0,2.5,Algona,2150.0,12972.0,2021.0,26.0,348.0,,Active,,,https://www.redfin.com/WA/Algona/107-2nd-Ave-S-98001/home/172725364,NWMLS as Distributed by MLS Grid,2221725,N,Y,47.2779463,-122.255043,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4527 S 328th Ct (Lot 21),Auburn,WA,98001,824990.0,5.0,3.0,Auburn,2741.0,5631.0,2024.0,26.0,301.0,77.0,Active,,,https://www.redfin.com/WA/Auburn/4527-S-328th-Ct-Lot-21-98002/home/190090877,NWMLS as Distributed by MLS Grid,2208558,N,Y,47.307037,-122.274804,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4556 S 328th Ct #2,Auburn,WA,98001,799990.0,4.0,3.0,Auburn,2448.0,6098.0,2024.0,28.0,327.0,77.0,Active,May-17-2024 12:00 PM,May-17-2024 05:00 PM,https://www.redfin.com/WA/Auburn/4556-S-328th-Ct-98001/unit-2/home/190549316,NWMLS as Distributed by MLS Grid,2225549,N,Y,47.3075061,-122.2726993,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,318 3rd Ave N,Algona,WA,98001,125000.0,,,Algona,,20000.0,,28.0,,,Active,,,https://www.redfin.com/WA/Algona/318-3rd-Ave-N-98001/home/190358038,NWMLS as Distributed by MLS Grid,2225475,N,Y,47.2815088,-122.2518517,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Vacant Land,37000 44th Ave S,Auburn,WA,98001,39950.0,,,5 Mile Lake,,8800.0,,29.0,,,Pending,,,https://www.redfin.com/WA/Auburn/37000-44th-Ave-S-98001/home/190480928,NWMLS as Distributed by MLS Grid,2221893,N,Y,47.2696239,-122.2792603,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Vacant Land,3819 S 326th St,Federal Way,WA,98001,279900.0,,,North Lake,,25519.0,,31.0,,,Pending,,,https://www.redfin.com/WA/Federal-Way/3819-S-326th-St-98001/home/189824755,NWMLS as Distributed by MLS Grid,2202449,N,Y,47.3096069,-122.2853389,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,,Single Family Residential,5613 S 362nd Pl,Auburn,WA,98001,649999.0,3.0,1.5,Jovita,1830.0,42939.0,1962.0,34.0,355.0,,Pending,,,https://www.redfin.com/WA/Auburn/5613-S-362nd-Pl-98001/home/365098,NWMLS as Distributed by MLS Grid,2202792,N,Y,47.2761415,-122.2637887,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,35149 38th Ave S,Auburn,WA,98001,695000.0,4.0,3.0,Auburn,2970.0,13402.0,1969.0,35.0,234.0,,Active,,,https://www.redfin.com/WA/Auburn/35149-38th-Ave-S-98001/home/362202,NWMLS as Distributed by MLS Grid,2221131,N,Y,47.2869103,-122.2865076,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,34215 40th Ave S,Auburn,WA,98001,465000.0,3.0,1.0,Lake Geneva,920.0,9812.0,1962.0,35.0,505.0,,Active,,,https://www.redfin.com/WA/Auburn/34215-40th-Ave-S-98001/home/362499,NWMLS as Distributed by MLS Grid,2221551,N,Y,47.2951183,-122.2838168,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,205 Stanley Ct,Algona,WA,98001,649000.0,4.0,2.5,Auburn,2105.0,11021.0,2006.0,35.0,308.0,,Active,,,https://www.redfin.com/WA/Algona/205-Stanley-Ct-98001/home/2116514,NWMLS as Distributed by MLS Grid,2221659,N,Y,47.2806941,-122.2489606,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,235 Hi Crest Dr,Auburn,WA,98001,999000.0,4.0,3.5,Auburn,3950.0,15000.0,1978.0,35.0,253.0,,Active,May-17-2024 12:00 PM,May-17-2024 03:00 PM,https://www.redfin.com/WA/Auburn/235-Hi-Crest-Dr-98001/home/344540,NWMLS as Distributed by MLS Grid,2222122,N,Y,47.3108679,-122.2557886,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,February-21-2020,Vacant Land,534 Aaby Dr,Auburn,WA,98001,249000.0,,,Auburn,,15827.0,,38.0,,,Pending,,,https://www.redfin.com/WA/Auburn/534-Aaby-Dr-98001/home/22688498,NWMLS as Distributed by MLS Grid,2212374,N,Y,47.314748,-122.253504,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,35517 56th Ave S,Auburn,WA,98001,839000.0,4.0,2.5,Jovita Heights,2537.0,5750.0,2019.0,38.0,331.0,42.0,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Auburn/35517-56th-Ave-S-98001/home/22697468,NWMLS as Distributed by MLS Grid,2220212,N,Y,47.2830569,-122.2653864,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,0 55th Ave S,Auburn,WA,98001,127500.0,,,Auburn,,8643.0,,38.0,,,Active,,,https://www.redfin.com/WA/Auburn/55th-Ave-S-98001/home/364550,NWMLS as Distributed by MLS Grid,2218460,N,Y,47.267109,-122.264791,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,532 Hi Crest Dr,Auburn,WA,98001,300000.0,,,West Auburn,,162442.0,,40.0,,,Active,,,https://www.redfin.com/WA/Auburn/532-Hi-Crest-Dr-98001/home/190409195,NWMLS as Distributed by MLS Grid,2220071,N,Y,47.3117019,-122.2537962,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4451 S 275th Pl,Auburn,WA,98001,680000.0,3.0,2.5,West Hill,2290.0,5792.0,1999.0,40.0,297.0,13.0,Active,,,https://www.redfin.com/WA/Auburn/4451-S-275th-Pl-98001/home/209136,NWMLS as Distributed by MLS Grid,2219935,N,Y,47.354795,-122.2767249,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4554 S 328th Ct #4,Auburn,WA,98001,849990.0,5.0,3.0,Auburn,2741.0,5486.0,2024.0,41.0,310.0,77.0,Active,May-17-2024 12:00 PM,May-17-2024 05:00 PM,https://www.redfin.com/WA/Auburn/4554-S-328th-Ct-98001/unit-4/home/190402676,NWMLS as Distributed by MLS Grid,2219826,N,Y,47.3075061,-122.2726993,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4539 S 328th Ct #19,Auburn,WA,98001,829990.0,4.0,3.0,Auburn,2386.0,4886.0,2024.0,41.0,348.0,77.0,Active,May-17-2024 12:00 PM,May-17-2024 05:00 PM,https://www.redfin.com/WA/Auburn/4539-S-328th-Ct-98001/unit-19/home/190402127,NWMLS as Distributed by MLS Grid,2219785,N,Y,47.3075061,-122.2726993,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,3855 S 312th St,Auburn,WA,98001,725000.0,3.0,3.0,Lake Dolloff,2560.0,18730.0,1943.0,41.0,283.0,,Active,,,https://www.redfin.com/WA/Auburn/3855-S-312th-St-98001/home/212258,NWMLS as Distributed by MLS Grid,2217704,N,Y,47.3221053,-122.2820048,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,37 -- Military Rd S,Auburn,WA,98001,55000.0,,,5 Mile Lake,,37376.0,,41.0,,,Active,,,https://www.redfin.com/WA/Federal-Way/37-Military-Rd-S-98001/home/184575769,NWMLS as Distributed by MLS Grid,2218480,N,Y,47.269937,-122.28402,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Multi-Family (2-4 Unit),605 W Main St,Auburn,WA,98001,800000.0,2.0,4.0,Downtown - Auburn,1876.0,8500.0,1913.0,42.0,426.0,,Active,,,https://www.redfin.com/WA/Auburn/605-W-Main-St-98001/home/2080424,NWMLS as Distributed by MLS Grid,2215273,N,Y,47.3078251,-122.2366536,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,29603 61st Ct S,Auburn,WA,98001,1250000.0,4.0,2.5,Auburn,3368.0,9861.0,2024.0,43.0,371.0,,Active,,,https://www.redfin.com/WA/Auburn/29603-61st-Ct-S-98001/home/2070334,NWMLS as Distributed by MLS Grid,2218429,N,Y,47.336619,-122.258925,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,29335 58th Ct S,Auburn,WA,98001,839950.0,5.0,2.5,West Hill,2414.0,10982.0,2024.0,44.0,348.0,97.0,Active,,,https://www.redfin.com/WA/Auburn/29335-58th-Ct-S-98001/home/190368447,NWMLS as Distributed by MLS Grid,2217513,N,Y,47.3268517,-122.2617182,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,6292 S 301 St,Auburn,WA,98001,975000.0,4.0,3.5,West Hill,3265.0,7424.0,2018.0,45.0,299.0,40.0,Active,May-19-2024 12:00 PM,May-19-2024 04:00 PM,https://www.redfin.com/WA/Auburn/6292-S-301st-St-98001/home/170484806,NWMLS as Distributed by MLS Grid,2214306,N,Y,47.3329952,-122.2563154,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,5132 S 291st St,Auburn,WA,98001,788500.0,4.0,3.5,West Hill,2930.0,9344.0,1987.0,45.0,269.0,,Active,May-19-2024 11:30 AM,May-19-2024 01:30 PM,https://www.redfin.com/WA/Auburn/5132-S-291st-St-98001/home/209575,NWMLS as Distributed by MLS Grid,2217129,N,Y,47.3413353,-122.2693074,11,1.4545454545454546,1.9962476547842405,28.96
PAST SALE,May-2-2016,Condo/Co-op,3400 S 288th St Unit D-2,Auburn,WA,98001,435000.0,2.0,2.5,Auburn,1360.0,223463.0,2003.0,46.0,320.0,325.0,Pending,,,https://www.redfin.com/WA/Auburn/3400-S-288th-St-98001/unit-D2/home/2062653,NWMLS as Distributed by MLS Grid,2205004,N,Y,47.3447312,-122.2886664,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,370 XX 55th Ave S,Auburn,WA,98001,95000.0,,,Jovita Heights,,20500.0,,48.0,,,Active,,,https://www.redfin.com/WA/Auburn/370-XX-55th-Ave-S-98001/home/177005652,NWMLS as Distributed by MLS Grid,2216556,N,Y,47.269172,-122.266408,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,29357 58th Ct S,Auburn,WA,98001,746950.0,4.0,2.5,West Hill,1961.0,5390.0,2025.0,48.0,381.0,97.0,Active,,,https://www.redfin.com/WA/Auburn/29357-58th-Ct-S-98001/home/190338920,NWMLS as Distributed by MLS Grid,2216331,N,Y,47.3268517,-122.2617182,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,37000 Military Rd S,Auburn,WA,98001,100000.0,,,5 Mile Lake,,18800.0,,53.0,,,Active,,,https://www.redfin.com/WA/Auburn/37000-Military-Rd-S-98001/home/174316807,NWMLS as Distributed by MLS Grid,2203366,N,Y,47.2702377,-122.2844099,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Vacant Land,360 XX 58th Pl S,Auburn,WA,98001,135000.0,,,Auburn,,78971.0,,55.0,,,Active,,,https://www.redfin.com/WA/Auburn/360-XX-58th-Pl-S-98001/home/190259408,NWMLS as Distributed by MLS Grid,2213403,N,Y,47.340275,-122.261476,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,28401 52nd Ave S,Auburn,WA,98001,849950.0,4.0,2.5,West Hill,3036.0,7002.0,2003.0,57.0,280.0,50.0,Active,May-18-2024 12:00 AM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Auburn/28401-52nd-Ave-S-98001/home/208376,NWMLS as Distributed by MLS Grid,2207522,N,Y,47.3468309,-122.2694285,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,28436 34th Ln S,Auburn,WA,98001,660000.0,3.0,2.5,Star Lake,2650.0,3293.0,2003.0,62.0,249.0,148.0,Active,,,https://www.redfin.com/WA/Auburn/28436-34th-Ln-S-98001/home/22646241,NWMLS as Distributed by MLS Grid,2210864,N,Y,47.3464409,-122.2894664,11,1.4545454545454546,1.9962476547842405,28.96
MLS Listing,,Single Family Residential,4320 S 384th St,Auburn,WA,98001,549750.0,3.0,1.0,Jovita,1330.0,23958.0,1953.0,68.0,413.0,,Active,,,https://www.redfin.com/WA/Auburn/4320-S-384th-St-98001/home/364444,NWMLS as Distributed by MLS Grid,2208464,N,Y,47.2574542,-122.2801735,11,1.4545454545454546,1.9962476547842405,28.96
