,School_Name,Schooldigger_Rating,Zipcode
0,Carnation Elementary School,4,98014.0
1,Tolt Middle School,4,98014.0
2,Clip,5,98014.0
3,Parade,5,98014.0
4,Choice,5,98014.0
5,Stillwater Elementary,4,98014.0
