,School_Name,Schooldigger_Rating,Zipcode
0,Eastlake High School,5,98074.0
1,Margaret Mead Elementary,5,98074.0
2,Samantha Smith Elementary,5,98074.0
3,Christa Mcauliffe Elementary,5,98074.0
4,Inglewood Middle School,5,98074.0
5,Elizabeth Blackwell Elementary,5,98074.0
6,Renaissance School of Art and Reasoning,5,98074.0
7,Rachel Carson Elementary,5,98074.0
