,School_Name,Schooldigger_Rating,Zipcode
0,Eastgate Elementary School,4,98006.0
1,Newport Heights Elementary,5,98006.0
2,Newport Senior High School,5,98006.0
3,Somerset Elementary School,5,98006.0
4,Puesta del Sol Elementary School,4,98006.0
5,Tyee Middle School,5,98006.0
6,Jing Mei Elementary School,5,98006.0
7,Cougar Ridge Elementary,5,98006.0
