,School_Name,Schooldigger_Rating,Zipcode
0,Cherry Crest Elementary School,5,98005.0
1,Sammamish Senior High,4,98005.0
2,Woodridge Elementary,4,98005.0
3,International School,5,98005.0
4,Central Educational Services,5,98005.0
5,Career Education Options Reengagement Program,5,98005.0
6,Wilburton Elementary School,4,98005.0
7,Bellevue Digital Discovery,5,98005.0
