,School_Name,Schooldigger_Rating,Zipcode
0,Highline High School,1,98148.0
1,Puget Sound Skills Center,5,98148.0
2,North Hill Elementary,4,98148.0
3,CHOICE Academy,5,98148.0
4,Satellite High School,5,98148.0
5,Big Picture School,2,98148.0
6,Puget Sound High School,5,98148.0
7,Highline Home School Center,5,98148.0
