,School_Name,Schooldigger_Rating,Zipcode
0,Ardmore Elementary School,3,98008.0
1,Bennett Elementary School,5,98008.0
2,Interlake Senior High School,5,98008.0
3,Phantom Lake Elementary,4,98008.0
4,Sherwood Forest Elementary,2,98008.0
5,Spiritridge Elementary School,5,98008.0
6,Tillicum Middle School,5,98008.0
7,Sunset Elementary,4,98008.0
