,School_Name,Schooldigger_Rating,Zipcode
0,Maplewood Heights Elementary School,4,98059.0
1,Hazen Senior High School,4,98059.0
2,Sierra Heights Elementary School,2,98059.0
3,Honey Dew Elementary,1,98059.0
4,Apollo Elementary,5,98059.0
5,Briarwood Elementary,5,98059.0
6,Liberty Senior High School,5,98059.0
7,Maple Hills Elementary,5,98059.0
8,Maywood Middle School,5,98059.0
9,Newcastle Elementary School,5,98059.0
