,School_Name,Schooldigger_Rating,Zipcode
0,Broadview-Thomson K-8 School,2,98133.0
1,Ingraham High School,4,98133.0
2,Northgate Elementary School,3,98133.0
3,Meridian Park Elementary School,5,98133.0
4,Echo Lake Elementary School,3,98133.0
5,Parkwood Elementary,4,98133.0
6,Shorewood High School,5,98133.0
7,Edwin Pratt Learning Center,5,98133.0
