,School_Name,Schooldigger_Rating,Zipcode
0,Arrowhead Elementary,4,98028.0
1,Inglemoor High School,5,98028.0
2,Kenmore Elementary,3,98028.0
3,Kenmore Middle School,4,98028.0
4,Moorlands Elementary,5,98028.0
