,School_Name,Schooldigger_Rating,Zipcode
0,Issaquah Special Services,5,98029.0
1,Beaver Lake Middle School,5,98029.0
2,Challenger Elementary,5,98029.0
3,Grand Ridge Elementary,5,98029.0
4,Pacific Cascade Middle School,5,98029.0
5,Endeavour Elementary School,5,98029.0
