,School_Name,Schooldigger_Rating,Zipcode
0,Highland Middle School,2,98007.0
1,Lake Hills Elementary,1,98007.0
2,Odle Middle School,5,98007.0
3,Stevenson Elementary,1,98007.0
4,Bellevue Big Picture School,4,98007.0
