,School_Name,Schooldigger_Rating,Zipcode
0,Emily Dickinson Elementary,4,98053.0
1,Evergreen Middle School,5,98053.0
2,Louisa May Alcott Elementary,5,98053.0
3,Explorer Community School,5,98053.0
4,Rosa Parks Elementary,5,98053.0
5,Nikola Tesla STEM High School,5,98053.0
6,Timberline Middle School,5,98053.0
7,Ella Baker Elementary School,5,98053.0
