,School_Name,Schooldigger_Rating,Zipcode
0,Bothell High School,4,98011.0
1,C O Sorenson,5,98011.0
2,Maywood Hills Elementary,4,98011.0
3,Northshore Middle School,4,98011.0
4,Westhill Elementary,4,98011.0
5,Woodin Elementary,3,98011.0
6,Woodmoor Elementary,3,98011.0
7,Woodinville Community Center,5,98011.0
