,School_Name,Schooldigger_Rating,Zipcode
0,Garfield High School,3,98122.0
1,Bailey Gatzert Elementary School,1,98122.0
2,Leschi Elementary School,2,98122.0
3,Madrona K-5 School,2,98122.0
4,Nova High School,4,98122.0
5,Seattle World School,5,98122.0
6,Interagency Detention School,5,98122.0
