,School_Name,Schooldigger_Rating,Zipcode
0,Mercer International Middle School,3,98108.0
1,Cleveland High School STEM,3,98108.0
2,Concord International School,0,98108.0
3,Dearborn Park International School,4,98108.0
4,Maple Elementary School,4,98108.0
5,Bridges Transition,5,98108.0
6,Raisbeck Aviation High School,5,98108.0
