,School_Name,Schooldigger_Rating,Zipcode
0,Byron Kibler Elementary School,3,98022.0
1,Enumclaw Senior High School,4,98022.0
2,Enumclaw Middle School,3,98022.0
3,Thunder Mountain Middle School,3,98022.0
4,Special Educational School,5,98022.0
5,JJ Smith Elementary,5,98022.0
6,Southwood Elementary School,3,98022.0
7,Westwood Elementary School,3,98022.0
8,Sunrise Elementary,3,98022.0
