,School_Name,Schooldigger_Rating,Zipcode
0,Gregory Heights Elementary,2,98166.0
1,Marvista Elementary,3,98166.0
2,Seahurst Elementary School,1,98166.0
3,Sylvester Middle School,2,98166.0
4,Highline Public Schools Virtual Academy,5,98166.0
