,School_Name,Schooldigger_Rating,Zipcode
0,Laura Ingalls Wilder Elementary,5,98077.0
1,Cottage Lake Elementary,4,98077.0
2,Bear Creek Elementary,5,98077.0
3,East Ridge Elementary,5,98077.0
4,Timbercrest Middle School,5,98077.0
5,Northshore Networks,5,98077.0
6,Northshore Family Partnership,5,98077.0
