,School_Name,Schooldigger_Rating,Zipcode
0,Nelsen Middle School,1,98055.0
1,Talbot Hill Elementary School,3,98055.0
2,H.O.M.E. Program,5,98055.0
3,Renton Academy,5,98055.0
4,Open Door Youth Reengagement,5,98055.0
