,School_Name,Schooldigger_Rating,Zipcode
0,Leota Middle School,5,98072.0
1,Wellington Elementary,5,98072.0
2,Hollywood Hill Elementary,5,98072.0
3,Woodinville High School,5,98072.0
4,Ruby Bridges Elementary,4,98072.0
5,Kokanee Elementary,5,98072.0
