,School_Name,Schooldigger_Rating,Zipcode
0,Rock Creek Elementary,5,98038.0
1,Glacier Park Elementary,4,98038.0
2,Lake Wilderness Elementary,4,98038.0
3,Shadow Lake Elementary,4,98038.0
4,Tahoma Senior High School,5,98038.0
5,Tahoma Elementary,4,98038.0
6,Cedar River Elementary,5,98038.0
7,Tahoma Open Doors,5,98038.0
