,School_Name,Schooldigger_Rating,Zipcode
0,Chautauqua Elementary,4,98070.0
1,McMurray Middle School,4,98070.0
2,Vashon Island High School,5,98070.0
3,Family Link,5,98070.0
4,Student Link,2,98070.0
